time_entry_id,project_id,work_date,employee_id,trade,regular_hours,overtime_hours,hourly_rate,labor_cost
TE010138,P047,2023-10-04,E309,Superintendent,35.91,3.89,59.98,2503.87
TE010139,P047,2023-12-22,E309,Superintendent,45.34,8.49,59.51,3456.04
TE010140,P047,2023-08-17,E225,Laborer,39.4,0,27.01,1064.19
TE010141,P047,2023-11-25,E417,Finisher,42.44,0,40.32,1711.18
TE010142,P047,2024-01-28,E225,Laborer,32.61,0,33.25,1084.28
TE010143,P047,2023-10-28,E301,Superintendent,41.84,0,56.81,2376.93
TE010144,P047,2023-12-02,E107,Carpenter,33.07,8.54,47.94,2199.49
TE010145,P047,2024-01-05,E115,Carpenter,31.27,0,40.56,1268.31
TE010146,P047,2024-02-01,E207,Laborer,37.24,0,28.87,1075.12
TE010147,P047,2024-01-17,E417,Finisher,42.33,0,45.33,1918.82
TE010148,P047,2023-11-30,E207,Laborer,37.08,0,36.67,1359.72
TE010149,P047,2024-03-01,E101,Carpenter,39.09,0,49.75,1944.73
TE010150,P047,2023-12-30,E115,Carpenter,39.34,0,48.82,1920.58
TE010151,P047,2024-02-17,E128,Carpenter,32.48,0,40.34,1310.24
TE010152,P047,2024-01-01,E128,Carpenter,43.26,0,47.36,2048.79
TE010153,P047,2023-08-11,E301,Superintendent,44.09,0,59.52,2624.24
TE010154,P047,2023-08-09,E202,Laborer,32.07,0,32.95,1056.71
TE010155,P047,2024-01-14,E104,Carpenter,36.71,0,41.91,1538.52
TE010156,P047,2024-01-17,E312,Superintendent,32.28,0,67.63,2183.1
TE010157,P047,2023-09-27,E417,Finisher,34.13,0,40.86,1394.55
TE010158,P047,2023-10-10,E207,Laborer,45.96,0,35.11,1613.66
TE010159,P047,2023-08-28,E128,Carpenter,37.34,0,39.87,1488.75
TE010160,P047,2023-11-10,E128,Carpenter,35.42,0,44.36,1571.23
TE010161,P047,2023-11-30,E423,Finisher,35.63,0,40.3,1435.89
TE010162,P047,2023-12-12,E301,Superintendent,37.93,0,59.08,2240.9
TE010163,P047,2023-12-04,E101,Carpenter,33.78,0,45.41,1533.95
TE010164,P047,2023-09-24,E401,Finisher,36.47,0,37.02,1350.12
TE010165,P047,2023-09-04,E405,Finisher,31.01,0,39.71,1231.41
TE010166,P047,2023-10-29,E207,Laborer,36.41,0,35.27,1284.18
TE010167,P047,2023-08-20,E423,Finisher,33.88,0,38.86,1316.58
TE010168,P047,2023-11-04,E301,Superintendent,34.71,0,52.33,1816.37
TE010169,P047,2023-09-11,E104,Carpenter,37.3,1.66,46.14,1835.91
TE010170,P047,2024-02-15,E207,Laborer,42.12,0,37.5,1579.5
TE010171,P047,2023-11-13,E104,Carpenter,35.28,0,48.61,1714.96
TE010172,P047,2023-12-18,E231,Laborer,33.29,0,27.45,913.81
TE010173,P047,2023-10-21,E417,Finisher,38.56,6.18,40.7,1946.68
TE010174,P047,2024-02-16,E128,Carpenter,45.28,0,38.89,1760.94
TE010175,P047,2023-10-21,E219,Laborer,44.2,5.62,36.17,1903.63
TE010176,P047,2023-09-04,E304,Superintendent,40.17,0,64.62,2595.79
TE010177,P047,2023-11-18,E104,Carpenter,34.92,0,40.71,1421.59
TE010178,P047,2023-08-11,E207,Laborer,41.03,0,32.01,1313.37
TE010179,P047,2023-08-09,E304,Superintendent,34.89,0,58.83,2052.58
TE010180,P047,2023-11-13,E101,Carpenter,37.46,0,49.86,1867.76
TE010181,P047,2023-08-31,E225,Laborer,35.14,0,32.45,1140.29
TE010182,P047,2023-10-25,E128,Carpenter,38.83,4.47,49.59,2258.08
TE010183,P047,2024-01-22,E304,Superintendent,35.77,0,57,2038.89
TE010184,P047,2023-11-12,E405,Finisher,36.5,0,39.87,1455.25
TE010185,P047,2023-11-17,E312,Superintendent,32.39,0,53.22,1723.8
TE010186,P047,2024-02-15,E312,Superintendent,37.78,0,55.93,2113.04
TE010187,P047,2023-10-14,E225,Laborer,42.7,0,37.05,1582.04
TE010188,P047,2023-11-01,E134,Carpenter,41.34,0,50.68,2095.11
TE010189,P047,2023-08-29,E301,Superintendent,35.18,0,54.14,1904.65
TE010190,P047,2024-02-25,E423,Finisher,43.43,0,44.74,1943.06
TE010191,P047,2023-08-20,E134,Carpenter,36.91,0,47.23,1743.26
TE010192,P047,2024-01-17,E231,Laborer,45.18,0,34.25,1547.41
TE010193,P047,2024-02-01,E301,Superintendent,33.36,0,58.48,1950.89
TE010194,P047,2023-12-16,E202,Laborer,34.97,1.36,36.65,1356.42
TE010195,P047,2023-10-06,E231,Laborer,43.58,0,33.84,1474.75
TE010196,P047,2023-11-19,E401,Finisher,34.54,0,41.04,1417.52
TE010197,P047,2023-11-24,E101,Carpenter,42.77,0,40.24,1721.06
TE010198,P047,2023-12-06,E128,Carpenter,37.4,0,43.22,1616.43
TE010199,P047,2023-11-22,E401,Finisher,35.53,0,40.16,1426.88
TE010200,P047,2024-01-03,E312,Superintendent,36.64,0,52.47,1922.5
TE010201,P047,2023-11-27,E134,Carpenter,40.6,6.92,43.59,2222.22
TE010202,P047,2023-11-16,E134,Carpenter,30.02,0,44.4,1332.89
TE010203,P047,2024-01-19,E401,Finisher,33.89,0,36.51,1237.32
TE010204,P047,2023-11-13,E107,Carpenter,30.21,0,42.92,1296.61
TE010205,P047,2024-02-18,E225,Laborer,31.78,0,29.13,925.75
TE010206,P047,2023-11-07,E219,Laborer,41.79,0,35.14,1468.5
TE010207,P047,2023-08-31,E401,Finisher,44.88,2.34,38.02,1839.79
TE010208,P047,2023-09-27,E231,Laborer,34.12,0,33.79,1152.91
TE010209,P047,2023-11-08,E134,Carpenter,30.04,0,51.45,1545.56
TE010210,P047,2023-11-14,E417,Finisher,37.62,0,46.01,1730.9
TE010211,P047,2023-11-26,E128,Carpenter,41.6,5.7,49.89,2501.98
TE010212,P047,2023-08-24,E104,Carpenter,41.47,2.28,38.54,1730.06
TE010213,P047,2024-01-23,E202,Laborer,30.66,4.92,33.74,1283.47
TE010214,P047,2024-01-03,E417,Finisher,37.85,0,42.38,1604.08
TE010215,P047,2023-08-26,E101,Carpenter,36.06,0,41.88,1510.19
TE010216,P047,2024-02-28,E312,Superintendent,33.35,0,54.49,1817.24
TE010217,P047,2023-08-27,E202,Laborer,36.6,0,36.67,1342.12
TE010218,P047,2024-01-26,E219,Laborer,42.3,6.06,35.19,1808.41
TE010219,P047,2023-12-20,E104,Carpenter,45.93,0,41.6,1910.69
TE010220,P047,2023-12-03,E107,Carpenter,44.25,0,49.19,2176.66
TE010221,P047,2023-11-23,E101,Carpenter,37.09,0,50.48,1872.3
TE010222,P047,2023-09-14,E202,Laborer,41.73,0,29.47,1229.78
TE010223,P047,2024-02-21,E101,Carpenter,32.99,0,42.56,1404.05
TE010224,P047,2023-09-20,E115,Carpenter,37.64,0,48.93,1841.73
TE010225,P047,2023-11-23,E128,Carpenter,35.23,0,50.17,1767.49
TE010226,P047,2023-10-29,E104,Carpenter,35.7,5.43,41.74,1830.09
TE010227,P047,2024-02-06,E128,Carpenter,35.11,2.67,49.16,1922.89
TE010228,P047,2024-02-12,E115,Carpenter,31.44,0,45.13,1418.89
TE010229,P047,2024-01-16,E207,Laborer,24.1051,0,27.89,672.29
TE010230,P048,2025-07-13,E225,Laborer,33.4,0,28.31,945.55
TE010231,P048,2025-07-17,E312,Superintendent,31.38,8.12,53.12,2313.91
TE010232,P048,2025-06-24,E417,Finisher,41.1,4.8,41.59,2008.8
TE010233,P048,2025-06-14,E401,Finisher,31.35,0,44.71,1401.66
TE010234,P048,2025-06-21,E423,Finisher,30.11,0,37.85,1139.66
TE010235,P048,2025-08-02,E107,Carpenter,42.59,0,39.84,1696.79
TE010236,P048,2025-08-16,E417,Finisher,33.24,5.12,40.12,1641.71
TE010237,P048,2025-06-23,E423,Finisher,34.15,2.02,42.61,1584.24
TE010238,P048,2025-07-16,E309,Superintendent,32.55,0,60.5,1969.27
TE010239,P048,2025-07-03,E134,Carpenter,43.04,7.66,46.96,2560.73
TE010240,P048,2025-07-15,E107,Carpenter,33.32,0,50.29,1675.66
TE010241,P048,2025-06-09,E202,Laborer,40.25,5.86,29.46,1444.72
TE010242,P048,2025-08-30,E107,Carpenter,38.21,0,45.88,1753.07
TE010243,P048,2025-06-26,E219,Laborer,34.5,3.48,37.16,1476
TE010244,P048,2025-08-20,E231,Laborer,43.08,0,27.02,1164.02
TE010245,P048,2025-08-22,E115,Carpenter,42.92,0,41.98,1801.78
TE010246,P048,2025-08-12,E104,Carpenter,32.18,2.41,42.61,1525.22
TE010247,P048,2025-08-26,E417,Finisher,35.34,0,40.89,1445.05
TE010248,P048,2025-07-22,E207,Laborer,37.95,6.94,36.84,1781.58
TE010249,P048,2025-07-30,E101,Carpenter,35.67,0,41.26,1471.74
TE010250,P048,2025-08-10,E231,Laborer,42.87,0,28.75,1232.51
TE010251,P048,2025-08-25,E101,Carpenter,43.67,0,38.41,1677.36
TE010252,P048,2025-06-22,E101,Carpenter,41.93,8.19,46.54,2523.17
TE010253,P048,2025-08-10,E115,Carpenter,37.58,0,39.99,1502.82
TE010254,P048,2025-07-16,E104,Carpenter,39.58,0,41.49,1642.17
TE010255,P048,2025-08-16,E202,Laborer,42.02,0,36.99,1554.32
TE010256,P048,2025-06-30,E301,Superintendent,37.14,0,59.69,2216.89
TE010257,P048,2025-07-15,E304,Superintendent,34.48,0,66.92,2307.4
TE010258,P048,2025-07-27,E405,Finisher,42.67,0,38.13,1627.01
TE010259,P048,2025-06-22,E207,Laborer,44.13,0,30.57,1349.05
TE010260,P048,2025-06-14,E401,Finisher,36.03,0,41.57,1497.77
TE010261,P048,2025-07-26,E301,Superintendent,38.49,3.82,61.56,2722.18
TE010262,P048,2025-08-27,E115,Carpenter,41.54,4.25,45.29,2170.07
TE010263,P048,2025-07-03,E107,Carpenter,40.63,0,40.73,1654.86
TE010264,P048,2025-07-14,E401,Finisher,44.98,7.78,46.5,2634.22
TE010265,P048,2025-06-23,E405,Finisher,36.88,0,48.54,1790.16
TE010266,P048,2025-06-12,E134,Carpenter,39.81,0,48.97,1949.5
TE010267,P048,2025-07-25,E219,Laborer,43.05,0,29.52,1270.84
TE010268,P048,2025-08-13,E107,Carpenter,32.44,0,41.14,1334.58
TE010269,P048,2025-07-02,E225,Laborer,32.38,0,37.48,1213.6
TE010270,P048,2025-06-29,E231,Laborer,40.53,0,34.73,1407.61
TE010271,P048,2025-08-27,E309,Superintendent,38.21,0,53.17,2031.63
TE010272,P048,2025-08-26,E134,Carpenter,40.25,0,47.61,1916.3
TE010273,P048,2025-06-22,E101,Carpenter,41.24,0,47.61,1963.44
TE010274,P048,2025-08-29,E309,Superintendent,30.84,0,55.76,1719.64
TE010275,P048,2025-06-28,E231,Laborer,35.12,0,32.21,1131.22
TE010276,P048,2025-08-03,E134,Carpenter,45.1,0,41.3,1862.63
TE010277,P048,2025-08-15,E128,Carpenter,40.85,0,46.31,1891.76
TE010278,P048,2025-08-04,E304,Superintendent,30.11,0,52.1,1568.73
TE010279,P048,2025-08-16,E423,Finisher,30.9,0,48.46,1497.41
TE010280,P048,2025-06-17,E304,Superintendent,44.05,0,66.72,2939.02
TE010281,P048,2025-07-01,E202,Laborer,36.12,0,28.7,1036.64
TE010282,P048,2025-06-26,E304,Superintendent,32.23,0,54.42,1753.96
TE010283,P048,2025-06-20,E309,Superintendent,38.18,0,66.66,2545.08
TE010284,P048,2025-08-28,E202,Laborer,41.96,0,30.42,1276.42
TE010285,P048,2025-06-21,E128,Carpenter,37.48,0,45.91,1720.71
TE010286,P048,2025-07-22,E309,Superintendent,44.33,0,66.58,2951.49
TE010287,P048,2025-07-17,E405,Finisher,40.58,0,39.59,1606.56
TE010288,P048,2025-07-13,E104,Carpenter,37.16,0,49.55,1841.28
TE010289,P048,2025-07-18,E301,Superintendent,38.15,0,55.6,2121.14
TE010290,P048,2025-08-08,E115,Carpenter,31.08,0,48.23,1498.99
TE010291,P048,2025-08-25,E134,Carpenter,37.5,5.79,38.03,1756.42
TE010292,P048,2025-07-21,E207,Laborer,39.35,7.01,36.87,1838.52
TE010293,P048,2025-07-29,E107,Carpenter,36.72,0,46.48,1706.75
TE010294,P048,2025-07-21,E202,Laborer,36.79,0,30.89,1136.44
TE010295,P048,2025-07-23,E309,Superintendent,41.28,0,64.82,2675.77
TE010296,P048,2025-07-22,E405,Finisher,39.03,4.2,45.65,2069.31
TE010297,P048,2025-07-02,E115,Carpenter,40.36,0,39.24,1583.73
TE010298,P048,2025-07-13,E128,Carpenter,30.55,0,47.83,1461.21
TE010299,P048,2025-06-25,E202,Laborer,41.97,0,37.53,1575.13
TE010300,P048,2025-07-14,E104,Carpenter,43.41,0,41.54,1803.25
TE010301,P048,2025-06-10,E101,Carpenter,30.89,6.55,43.55,1773.14
TE010302,P048,2025-07-23,E107,Carpenter,34.04,7.84,49.88,2284.5
TE010303,P048,2025-08-06,E423,Finisher,30.86,0,43.66,1347.35
TE010304,P048,2025-07-25,E219,Laborer,41.99,1.08,27.45,1197.09
TE010305,P048,2025-08-23,E134,Carpenter,45.7,0,42.28,1932.2
TE010306,P048,2025-07-12,E134,Carpenter,40.19,2.89,48.93,2178.61
TE010307,P048,2025-08-25,E128,Carpenter,39.67,2.33,44.7,1929.48
TE010308,P048,2025-08-10,E417,Finisher,33.07,0,46.99,1553.96
TE010309,P048,2025-08-06,E104,Carpenter,45.56,0,39.88,1816.93
TE010310,P048,2025-08-24,E202,Laborer,45.38,0,37.48,1700.84
TE010311,P048,2025-07-08,E128,Carpenter,30.01,7.69,51.04,2120.46
TE010312,P048,2025-06-13,E312,Superintendent,33.65,0,53.26,1792.2
TE010313,P048,2025-08-20,E417,Finisher,38.19,0,48.06,1835.41
TE010314,P048,2025-08-14,E423,Finisher,45.57,7.91,46.41,2665.56
TE010315,P048,2025-07-21,E128,Carpenter,31.42,7.1,40.25,1693.32
TE010316,P048,2025-08-22,E104,Carpenter,24.0921,0,45.51,1096.43
TE010317,P049,2023-12-16,E101,Carpenter,36.68,8.04,39.35,1917.92
TE010318,P049,2024-03-10,E219,Laborer,39.04,0,30.44,1188.38
TE010319,P049,2023-12-02,E115,Carpenter,40.04,0,41.74,1671.27
TE010320,P049,2023-10-31,E115,Carpenter,33.68,2.4,47.71,1778.63
TE010321,P049,2023-12-20,E104,Carpenter,35.62,1.82,43.55,1670.14
TE010322,P049,2023-11-30,E225,Laborer,40.25,0,34.03,1369.71
TE010323,P049,2024-01-16,E401,Finisher,36.14,0,42.45,1534.14
TE010324,P049,2024-03-02,E231,Laborer,38.96,0,37,1441.52
TE010325,P049,2024-04-17,E231,Laborer,39.91,4.97,30.02,1421.9
TE010326,P049,2023-12-05,E134,Carpenter,32.37,3.21,47.61,1770.38
TE010327,P049,2023-12-24,E107,Carpenter,34.72,5.75,47.44,2056.29
TE010328,P049,2024-03-16,E312,Superintendent,36.46,0,65.93,2403.81
TE010329,P049,2024-02-28,E104,Carpenter,36.72,0,46.54,1708.95
TE010330,P049,2024-03-22,E115,Carpenter,39.83,0,48.36,1926.18
TE010331,P049,2024-01-02,E202,Laborer,31.48,0,27.65,870.42
TE010332,P049,2023-12-18,E101,Carpenter,45.85,6.37,41.01,2272.16
TE010333,P049,2024-01-15,E312,Superintendent,45.75,0,54.95,2513.96
TE010334,P049,2023-12-22,E207,Laborer,45.71,0,36.07,1648.76
TE010335,P049,2024-03-20,E134,Carpenter,44.48,0,41.11,1828.57
TE010336,P049,2024-02-21,E225,Laborer,37.46,0,31.12,1165.76
TE010337,P049,2024-02-23,E219,Laborer,39.01,0,32.62,1272.51
TE010338,P049,2023-12-17,E309,Superintendent,35.85,8.92,54.53,2684.51
TE010339,P049,2024-04-05,E115,Carpenter,30.67,0,48.23,1479.21
TE010340,P049,2024-03-19,E423,Finisher,39.15,0,43.75,1712.81
TE010341,P049,2024-01-16,E202,Laborer,33.23,2.48,29.34,1084.11
TE010342,P049,2024-04-06,E401,Finisher,44.18,3.28,37.61,1846.65
TE010343,P049,2024-01-19,E107,Carpenter,39.47,0,44.38,1751.68
TE010344,P049,2024-03-26,E417,Finisher,40.81,0,43.51,1775.64
TE010345,P049,2024-02-23,E104,Carpenter,42.76,0,50.74,2169.64
TE010346,P049,2023-12-28,E405,Finisher,44.08,0,36.38,1603.63
TE010347,P049,2024-01-13,E104,Carpenter,31.9,0,38.35,1223.37
TE010348,P049,2024-03-24,E417,Finisher,33.98,0,40.61,1379.93
TE010349,P049,2023-10-09,E128,Carpenter,45.45,0,40.18,1826.18
TE010350,P049,2024-04-01,E219,Laborer,45.69,0,28.43,1298.97
TE010351,P049,2023-12-08,E405,Finisher,36.5,0,48.19,1758.93
TE010352,P049,2023-10-24,E312,Superintendent,38.91,0,58.99,2295.3
TE010353,P049,2023-10-18,E202,Laborer,40.91,0,37.82,1547.22
TE010354,P049,2024-01-28,E115,Carpenter,42.62,0,46.01,1960.95
TE010355,P049,2024-04-07,E104,Carpenter,43.23,0,51.31,2218.13
TE010356,P049,2024-04-08,E107,Carpenter,39.7,0,43.93,1744.02
TE010357,P049,2024-02-19,E107,Carpenter,36.41,0,49.54,1803.75
TE010358,P049,2024-02-04,E101,Carpenter,43.53,0,40.43,1759.92
TE010359,P049,2024-02-24,E219,Laborer,37.08,0,34.03,1261.83
TE010360,P049,2023-11-21,E104,Carpenter,36.22,4.09,43.71,1851.34
TE010361,P049,2023-11-16,E219,Laborer,37.05,0,31.61,1171.15
TE010362,P049,2024-02-06,E301,Superintendent,39.16,0,52.25,2046.11
TE010363,P049,2024-01-19,E115,Carpenter,38.1,1.9,41.4,1695.33
TE010364,P049,2023-10-27,E115,Carpenter,42.14,6.46,49.87,2584.76
TE010365,P049,2023-11-09,E417,Finisher,41.84,0,46.38,1940.54
TE010366,P049,2023-11-04,E115,Carpenter,31.25,0,44.06,1376.88
TE010367,P049,2023-11-11,E134,Carpenter,43.34,0,50.75,2199.51
TE010368,P049,2024-02-13,E104,Carpenter,31.12,0,47.54,1479.44
TE010369,P049,2024-03-14,E107,Carpenter,31.12,0,41.67,1296.77
TE010370,P049,2023-12-09,E423,Finisher,39.95,8.73,36.8,1952.06
TE010371,P049,2023-10-11,E225,Laborer,34.01,0,29.23,994.11
TE010372,P049,2023-11-07,E225,Laborer,44.09,5.8,36.12,1906.77
TE010373,P049,2024-01-06,E107,Carpenter,41.48,8.3,48.28,2603.74
TE010374,P049,2024-03-07,E417,Finisher,42.98,0,38.86,1670.2
TE010375,P049,2024-01-04,E401,Finisher,41.49,0,41.73,1731.38
TE010376,P049,2023-10-24,E107,Carpenter,31.56,0,42.63,1345.4
TE010377,P049,2023-11-04,E107,Carpenter,36.73,0,48.55,1783.24
TE010378,P049,2024-02-09,E115,Carpenter,38.11,8.01,40.33,2021.54
TE010379,P049,2023-10-30,E207,Laborer,42.52,7.47,27.89,1498.39
TE010380,P049,2023-12-30,E301,Superintendent,45,0,60.47,2721.15
TE010381,P049,2024-01-08,E107,Carpenter,39.43,2.82,50.05,2185.18
TE010382,P049,2023-10-11,E312,Superintendent,30.44,0,64.39,1960.03
TE010383,P049,2023-11-13,E301,Superintendent,40.94,0,65.31,2673.79
TE010384,P049,2024-03-04,E417,Finisher,34.62,0,43.28,1498.35
TE010385,P049,2023-12-06,E134,Carpenter,39.99,0,44.77,1790.35
TE010386,P049,2023-10-17,E202,Laborer,38.49,8.41,29.14,1489.2
TE010387,P049,2023-11-05,E225,Laborer,32.51,0,35.55,1155.73
TE010388,P049,2023-11-22,E104,Carpenter,31.53,0,44.46,1401.82
TE010389,P049,2024-02-24,E115,Carpenter,31.62,3.48,50.67,1866.68
TE010390,P049,2023-11-15,E405,Finisher,32.8,0,42.42,1391.38
TE010391,P049,2024-03-11,E301,Superintendent,43.24,0,60.85,2631.15
TE010392,P049,2023-12-23,E107,Carpenter,31.59,0,42.88,1354.58
TE010393,P049,2023-11-15,E301,Superintendent,35.71,0,60.13,2147.24
TE010394,P049,2024-03-19,E301,Superintendent,38.56,6.06,67.13,3198.74
TE010395,P049,2024-04-07,E225,Laborer,40.95,0,35.34,1447.17
TE010396,P049,2024-01-11,E128,Carpenter,42.12,0,40.77,1717.23
TE010397,P049,2023-11-28,E309,Superintendent,32.14,5.59,62.47,2531.6
TE010398,P049,2024-03-04,E405,Finisher,42.82,0,44.39,1900.78
TE010399,P049,2023-10-18,E231,Laborer,45.06,0,37.18,1675.33
TE010400,P049,2024-04-08,E231,Laborer,30.05,0,29.33,881.37
TE010401,P049,2024-02-11,E219,Laborer,44,0,29.83,1312.52
TE010402,P049,2023-10-29,E115,Carpenter,36.9,0,47.55,1754.59
TE010403,P049,2023-11-09,E423,Finisher,33.92,0,46.31,1570.84
TE010404,P049,2023-11-06,E134,Carpenter,38.99,0,41.68,1625.1
TE010405,P049,2023-10-19,E312,Superintendent,32.72,0,66.91,2189.3
TE010406,P049,2024-03-02,E301,Superintendent,40.32,0,59.38,2394.2
TE010407,P049,2023-11-15,E231,Laborer,31.98,0,28.9,924.22
TE010408,P049,2023-12-31,E128,Carpenter,43.05,0,45.16,1944.14
TE010409,P049,2024-04-01,E104,Carpenter,42.43,0,40.46,1716.72
TE010410,P049,2023-12-26,E134,Carpenter,45.4,0,47.42,2152.87
TE010411,P049,2024-03-06,E115,Carpenter,37.28,1.85,43.71,1750.8
TE010412,P049,2023-11-08,E115,Carpenter,37.32,3.86,39.17,1688.62
TE010413,P049,2024-03-13,E134,Carpenter,34.18,0,39.55,1351.82
TE010414,P049,2023-12-01,E207,Laborer,42.26,0,34.22,1446.14
TE010415,P049,2023-11-03,E101,Carpenter,30.3,0,41.25,1249.88
TE010416,P049,2024-03-25,E225,Laborer,44.93,0,28.54,1282.3
TE010417,P049,2024-02-28,E423,Finisher,35.55,2.93,36.16,1444.41
TE010418,P049,2023-11-10,E128,Carpenter,33.54,0,47.83,1604.22
TE010419,P049,2024-02-26,E101,Carpenter,31.83,3.88,39.33,1480.77
TE010420,P049,2023-10-21,E301,Superintendent,36.78,0,58.56,2153.84
TE010421,P049,2024-03-10,E104,Carpenter,32.29,0,39.44,1273.52
TE010422,P049,2023-11-26,E202,Laborer,35.99,0,34.5,1241.65
TE010423,P049,2024-02-05,E107,Carpenter,30.31,0,50.72,1537.32
TE010424,P049,2024-01-26,E128,Carpenter,34.04,0,49.46,1683.62
TE010425,P049,2024-01-09,E202,Laborer,39.28,3.89,29.67,1338.56
TE010426,P049,2024-02-15,E202,Laborer,43.9,7.1,28,1527.4
TE010427,P049,2023-11-27,E101,Carpenter,32.68,0,49.93,1631.71
TE010428,P049,2024-02-13,E101,Carpenter,32.47,0,48.73,1582.26
TE010429,P049,2023-10-12,E128,Carpenter,39.56,0,51.59,2040.9
TE010430,P049,2023-12-06,E134,Carpenter,31.89,8.78,44.69,2013.73
TE010431,P049,2023-11-04,E101,Carpenter,36.71,0,48.19,1769.05
TE010432,P049,2023-10-24,E104,Carpenter,35.25,2.35,42.28,1639.41
TE010433,P049,2023-11-21,E423,Finisher,40.17,0,48.95,1966.32
TE010434,P049,2024-03-17,E107,Carpenter,39.77,0,40.83,1623.81
TE010435,P049,2024-01-07,E312,Superintendent,44.34,6.23,61.26,3288.74
TE010436,P049,2024-01-20,E128,Carpenter,31.44,2.8,39.41,1404.57
TE010437,P049,2024-02-22,E417,Finisher,33.16,0,45.36,1504.14
TE010438,P049,2023-10-19,E128,Carpenter,34.87,0,39.52,1378.06
TE010439,P049,2023-12-05,E107,Carpenter,45.42,0,46.58,2115.66
TE010440,P049,2023-10-15,E304,Superintendent,45.06,0,54.7,2464.78
TE010441,P049,2024-01-02,E134,Carpenter,35.22,0,50.64,1783.54
TE010442,P049,2023-11-21,E207,Laborer,34.85,0,29.58,1030.86
TE010443,P049,2024-03-26,E128,Carpenter,35.23,0,43.7,1539.55
TE010444,P049,2023-10-18,E405,Finisher,43.27,0,37.41,1618.73
TE010445,P049,2023-12-22,E304,Superintendent,34.76,8.39,59.5,2817.03
TE010446,P049,2024-02-20,E405,Finisher,34.36,0,46.32,1591.56
TE010447,P049,2023-12-23,E219,Laborer,38.59,0,32.31,1246.84
TE010448,P049,2024-03-21,E128,Carpenter,30.35,0,51.34,1558.17
TE010449,P049,2023-11-05,E231,Laborer,45.07,1.45,36.52,1725.39
TE010450,P049,2024-04-11,E301,Superintendent,43.68,0,58.56,2557.9
TE010451,P049,2024-03-10,E225,Laborer,38.9,3.7,28.76,1278.38
TE010452,P049,2024-01-15,E115,Carpenter,35.87,0,40.59,1455.96
TE010453,P049,2024-02-21,E207,Laborer,41.17,0,29.23,1203.4
TE010454,P049,2024-02-03,E104,Carpenter,32.54,0,39.52,1285.98
TE010455,P049,2023-11-04,E417,Finisher,35.45,8.02,38.84,1844.12
TE010456,P049,2024-01-10,E231,Laborer,33.8,1.38,27.5,986.42
TE010457,P049,2023-12-10,E301,Superintendent,40.25,5.8,67.48,3303.15
TE010458,P049,2023-12-07,E107,Carpenter,34.77,0,38.75,1347.34
TE010459,P049,2024-01-03,E309,Superintendent,32.8,0,57.23,1877.14
TE010460,P049,2023-10-26,E107,Carpenter,41.18,0,48.89,2013.29
TE010461,P049,2023-12-03,E405,Finisher,30.22,7.9,36.73,1545.23
TE010462,P049,2024-02-28,E405,Finisher,43.7,0,38.88,1699.06
TE010463,P049,2023-11-19,E417,Finisher,37.89,6.49,42.34,2016.44
TE010464,P049,2023-12-05,E202,Laborer,43,0,36.79,1581.97
TE010465,P049,2024-03-28,E202,Laborer,31.38,0,29.18,915.67
TE010466,P049,2023-10-14,E134,Carpenter,36.89,1.07,47.26,1819.27
TE010467,P049,2023-10-11,E304,Superintendent,32.03,0,60.6,1941.02
TE010468,P049,2023-11-14,E128,Carpenter,38.53,1.23,51.32,2072.05
TE010469,P049,2024-01-16,E207,Laborer,30.46,0,29.91,911.06
TE010470,P049,2024-04-06,E115,Carpenter,38.75,6.9,46.09,2263.02
TE010471,P049,2024-03-01,E405,Finisher,40.64,8.59,48.2,2579.91
TE010472,P049,2024-01-17,E202,Laborer,31.41,0,29.19,916.86
TE010473,P049,2024-01-08,E423,Finisher,42.58,0,42.67,1816.89
TE010474,P049,2023-11-21,E301,Superintendent,44.84,4.84,61.12,3184.35
TE010475,P049,2024-04-11,E423,Finisher,32.71,0,48.52,1587.09
TE010476,P049,2023-12-16,E304,Superintendent,43.52,0,67.35,2931.07
TE010477,P049,2024-03-29,E207,Laborer,34.95,0,28.1,982.1
TE010478,P049,2024-02-21,E202,Laborer,44.44,7.96,27.55,1553.27
TE010479,P049,2023-10-12,E405,Finisher,35.73,0,43.78,1564.26
TE010480,P049,2023-11-14,E405,Finisher,44.92,0,46.89,2106.3
TE010481,P049,2024-04-13,E225,Laborer,31.5,0,33.59,1058.09
TE010482,P049,2023-11-16,E202,Laborer,35.31,0,27.01,953.72
TE010483,P049,2024-02-26,E107,Carpenter,37.53,0,42.74,1604.03
TE010484,P049,2023-11-25,E101,Carpenter,43.49,0,41.77,1816.58
TE010485,P049,2024-01-05,E312,Superintendent,39.34,0,62.63,2463.86
TE010486,P049,2023-12-27,E134,Carpenter,43.39,3,43.3,2073.64
TE010487,P049,2024-02-06,E225,Laborer,38.87,1.27,28.33,1155.16
TE010488,P049,2023-10-15,E301,Superintendent,36.1,4.19,60.62,2569.38
TE010489,P049,2024-04-09,E115,Carpenter,13.2203,0,50.34,665.51
TE010490,P050,2024-09-08,E202,Laborer,32.28,0,32.68,1054.91
TE010491,P050,2024-09-26,E312,Superintendent,40.98,0,55.34,2267.83
TE010492,P050,2024-10-11,E219,Laborer,30.62,0,36.39,1114.26
TE010493,P050,2024-10-23,E128,Carpenter,35.87,0,47.8,1714.59
TE010494,P050,2024-12-12,E134,Carpenter,40.04,0,46.19,1849.45
