transaction_id,project_id,transaction_date,cost_category,vendor_name,description,amount,payment_status
TX006984,P060,2024-01-28,Other,Office Depot,Other progress billing,2471.68,approved
TX006985,P060,2024-03-26,Other,Miscellaneous Vendor,Other site expense,3167.58,paid
TX006986,P060,2024-05-09,Other,Project Reimbursement,Other purchase,3170.83,paid
TX006987,P060,2024-01-06,Other,Office Depot,Other invoice,3498.23,paid
TX006988,P060,2024-04-04,Other,Miscellaneous Vendor,Other invoice,2766.31,paid
TX006989,P060,2024-01-21,Other,Project Reimbursement,Other purchase,631.39,approved
TX006990,P061,2025-01-14,Materials,Rocky Mountain Tile,Materials site expense,42622.16,paid
TX006991,P061,2025-03-18,Materials,Wasatch Lumber,Materials progress billing,15426.07,paid
TX006992,P061,2025-02-22,Materials,Rocky Mountain Tile,Materials purchase,13168.27,paid
TX006993,P061,2024-12-22,Materials,Rocky Mountain Tile,Materials invoice,20418.2,paid
TX006994,P061,2025-03-22,Materials,Wasatch Lumber,Materials progress billing,59091.79,paid
TX006995,P061,2025-01-20,Materials,Wasatch Lumber,Materials site expense,26808.83,paid
TX006996,P061,2025-03-27,Materials,Desert Steel & Glass,Materials purchase,60703.73,pending
TX006997,P061,2025-01-26,Materials,Mountain Supply Co.,Materials progress billing,21605.34,paid
TX006998,P061,2024-12-13,Materials,Desert Steel & Glass,Materials purchase,31779.56,paid
TX006999,P061,2025-04-20,Materials,Builders FirstSource,Materials invoice,20007.5,approved
TX007000,P061,2025-02-22,Materials,Builders FirstSource,Materials purchase,13659.74,paid
TX007001,P061,2025-01-15,Materials,Rocky Mountain Tile,Materials purchase,46353.43,paid
TX007002,P061,2025-06-20,Materials,Wasatch Lumber,Materials purchase,60003.91,paid
TX007003,P061,2025-03-20,Materials,Mountain Supply Co.,Materials site expense,24259.82,paid
TX007004,P061,2025-06-26,Materials,Desert Steel & Glass,Materials site expense,31728.69,paid
TX007005,P061,2025-05-14,Materials,Wasatch Lumber,Materials invoice,52368.81,paid
TX007006,P061,2025-04-05,Materials,Wasatch Lumber,Materials purchase,39232.85,approved
TX007007,P061,2025-01-11,Materials,Builders FirstSource,Materials purchase,25574.94,paid
TX007008,P061,2024-12-15,Materials,Rocky Mountain Tile,Materials progress billing,52195.81,paid
TX007009,P061,2025-01-22,Materials,Builders FirstSource,Materials purchase,66577.31,approved
TX007010,P061,2025-05-17,Materials,Rocky Mountain Tile,Materials purchase,50826.5,paid
TX007011,P061,2025-02-23,Subcontractors,Summit Mechanical,Subcontractors site expense,20495.31,paid
TX007012,P061,2025-06-24,Subcontractors,Atlas Drywall,Subcontractors progress billing,64526.15,paid
TX007013,P061,2025-05-30,Subcontractors,Northstar Concrete,Subcontractors site expense,63231.25,paid
TX007014,P061,2025-02-26,Subcontractors,Atlas Drywall,Subcontractors invoice,67242.54,paid
TX007015,P061,2025-01-21,Subcontractors,Summit Mechanical,Subcontractors invoice,14837.13,paid
TX007016,P061,2025-01-29,Subcontractors,FlowRight Plumbing,Subcontractors purchase,47668.76,approved
TX007017,P061,2025-05-09,Subcontractors,Atlas Drywall,Subcontractors invoice,70442.69,approved
TX007018,P061,2025-05-29,Subcontractors,Northstar Concrete,Subcontractors progress billing,30136.79,paid
TX007019,P061,2025-03-09,Subcontractors,Atlas Drywall,Subcontractors purchase,37152.11,pending
TX007020,P061,2025-03-10,Subcontractors,Summit Mechanical,Subcontractors site expense,63240.35,paid
TX007021,P061,2025-04-28,Subcontractors,Atlas Drywall,Subcontractors purchase,20780.8,paid
TX007022,P061,2024-11-22,Subcontractors,Atlas Drywall,Subcontractors purchase,63166.02,paid
TX007023,P061,2024-11-25,Subcontractors,Summit Mechanical,Subcontractors site expense,30715.46,approved
TX007024,P061,2024-11-19,Subcontractors,Northstar Concrete,Subcontractors site expense,19093.63,pending
TX007025,P061,2025-03-12,Subcontractors,Summit Mechanical,Subcontractors invoice,50230.42,approved
TX007026,P061,2025-05-17,Subcontractors,Northstar Concrete,Subcontractors invoice,21586.3,approved
TX007027,P061,2025-03-16,Subcontractors,Precision Electric,Subcontractors site expense,59666.77,paid
TX007028,P061,2025-04-24,Subcontractors,Atlas Drywall,Subcontractors invoice,45257.81,paid
TX007029,P061,2025-03-05,Equipment,United Rentals,Equipment site expense,2994.75,paid
TX007030,P061,2025-02-24,Equipment,United Rentals,Equipment site expense,5159.8,approved
TX007031,P061,2025-01-29,Equipment,Sunbelt Rentals,Equipment progress billing,5007.35,paid
TX007032,P061,2025-06-01,Equipment,Wasatch Equipment,Equipment invoice,6552.13,paid
TX007033,P061,2025-03-26,Equipment,Sunbelt Rentals,Equipment progress billing,4728.95,approved
TX007034,P061,2025-05-01,Equipment,Sunbelt Rentals,Equipment purchase,7450.95,paid
TX007035,P061,2024-12-04,Equipment,United Rentals,Equipment purchase,8600.39,approved
TX007036,P061,2025-04-26,Equipment,United Rentals,Equipment progress billing,8204.54,approved
TX007037,P061,2025-02-16,Equipment,Sunbelt Rentals,Equipment site expense,6650.55,paid
TX007038,P061,2025-01-01,Equipment,United Rentals,Equipment purchase,3775.06,paid
TX007039,P061,2025-01-15,Equipment,Wasatch Equipment,Equipment invoice,7286.27,paid
TX007040,P061,2025-04-14,Equipment,United Rentals,Equipment progress billing,1965.2,paid
TX007041,P061,2024-12-24,Equipment,Wasatch Equipment,Equipment progress billing,6851.89,paid
TX007042,P061,2025-04-09,Equipment,United Rentals,Equipment purchase,8178.91,pending
TX007043,P061,2025-04-30,Equipment,Sunbelt Rentals,Equipment invoice,8736.88,paid
TX007044,P061,2025-04-23,Equipment,Wasatch Equipment,Equipment purchase,6744.8,approved
TX007045,P061,2025-03-26,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,4338.53,paid
TX007046,P061,2025-05-06,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,7185.61,approved
TX007047,P061,2025-06-26,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,5971.19,paid
TX007048,P061,2024-11-30,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,13709.54,approved
TX007049,P061,2025-04-10,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,14045.5,approved
TX007050,P061,2025-03-08,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,8686.39,pending
TX007051,P061,2025-03-19,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,9270.12,paid
TX007052,P061,2025-01-31,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,4325.95,paid
TX007053,P061,2024-12-08,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,10704.67,approved
TX007054,P061,2025-01-03,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,8162.06,paid
TX007055,P061,2024-12-08,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,5540.79,paid
TX007056,P061,2024-12-31,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,7065.9,approved
TX007057,P061,2024-12-23,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,4200.38,pending
TX007058,P061,2024-11-25,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,3337.56,pending
TX007059,P061,2025-03-16,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,14095.47,paid
TX007060,P061,2025-03-02,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,4581.68,paid
TX007061,P061,2024-11-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,11123.08,pending
TX007062,P061,2024-12-22,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,12475.44,paid
TX007063,P061,2025-04-02,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,7339.61,paid
TX007064,P061,2025-01-26,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,9548.5,pending
TX007065,P061,2025-04-06,General Conditions,Site Services LLC,General Conditions purchase,4534.92,paid
TX007066,P061,2025-01-20,General Conditions,Site Services LLC,General Conditions site expense,15939.78,paid
TX007067,P061,2024-12-20,General Conditions,Temporary Power Utah,General Conditions purchase,9486.17,paid
TX007068,P061,2024-12-20,General Conditions,Site Services LLC,General Conditions site expense,4652.63,paid
TX007069,P061,2025-01-13,General Conditions,Temporary Power Utah,General Conditions invoice,2859.21,paid
TX007070,P061,2025-01-26,General Conditions,SecureSite Fencing,General Conditions purchase,7680.49,paid
TX007071,P061,2024-12-20,General Conditions,SecureSite Fencing,General Conditions progress billing,13374.06,paid
TX007072,P061,2024-12-04,General Conditions,Site Services LLC,General Conditions progress billing,11166.61,paid
TX007073,P061,2025-05-07,General Conditions,Temporary Power Utah,General Conditions purchase,12930.61,paid
TX007074,P061,2025-01-22,General Conditions,Temporary Power Utah,General Conditions invoice,10189.64,paid
TX007075,P061,2025-03-30,General Conditions,SecureSite Fencing,General Conditions purchase,7382.41,paid
TX007076,P061,2025-04-09,General Conditions,Site Services LLC,General Conditions invoice,10855.27,paid
TX007077,P061,2024-11-27,General Conditions,Temporary Power Utah,General Conditions invoice,15156.23,approved
TX007078,P061,2025-04-15,General Conditions,SecureSite Fencing,General Conditions purchase,15302.07,paid
TX007079,P061,2024-12-05,General Conditions,Site Services LLC,General Conditions invoice,5590.09,paid
TX007080,P061,2025-01-02,General Conditions,Temporary Power Utah,General Conditions invoice,11048.74,pending
TX007081,P061,2024-12-03,General Conditions,SecureSite Fencing,General Conditions site expense,14958.14,pending
TX007082,P061,2025-02-19,General Conditions,SecureSite Fencing,General Conditions progress billing,6484.76,paid
TX007083,P061,2025-05-22,General Conditions,Temporary Power Utah,General Conditions invoice,3839.24,paid
TX007084,P061,2025-01-07,General Conditions,Site Services LLC,General Conditions purchase,5194.45,approved
TX007085,P061,2025-04-19,Other,Office Depot,Other site expense,3417.65,paid
TX007086,P061,2024-11-20,Other,Miscellaneous Vendor,Other site expense,3044.09,paid
TX007087,P061,2024-12-09,Other,Miscellaneous Vendor,Other purchase,3707.56,paid
TX007088,P061,2024-12-02,Other,Office Depot,Other progress billing,3271.8,paid
TX007089,P061,2025-06-11,Other,Office Depot,Other purchase,675.04,paid
TX007090,P061,2025-03-04,Other,Miscellaneous Vendor,Other purchase,1480.67,paid
TX007091,P061,2025-03-13,Other,Miscellaneous Vendor,Other purchase,3742.71,paid
TX007092,P061,2025-04-18,Other,Project Reimbursement,Other purchase,3872.05,paid
TX007093,P061,2025-03-30,Other,Office Depot,Other invoice,2163.8,paid
TX007094,P061,2025-05-01,Other,Miscellaneous Vendor,Other site expense,1557.8,approved
TX007095,P061,2025-04-09,Other,Office Depot,Other site expense,3271.47,paid
TX007096,P061,2025-06-05,Other,Project Reimbursement,Other purchase,2493.49,paid
TX007097,P061,2025-04-21,Other,Office Depot,Other invoice,1454.97,paid
TX007098,P061,2025-04-18,Other,Project Reimbursement,Other site expense,3072.69,paid
TX007099,P061,2025-01-10,Other,Project Reimbursement,Other site expense,2666.47,pending
TX007100,P061,2024-12-12,Other,Miscellaneous Vendor,Other progress billing,3085.08,paid
TX007101,P061,2025-04-22,Other,Office Depot,Other purchase,1682.95,paid
TX007102,P062,2024-10-20,Materials,Wasatch Lumber,Materials invoice,71678.75,paid
TX007103,P062,2024-04-20,Materials,Builders FirstSource,Materials invoice,21433.34,paid
TX007104,P062,2024-05-31,Materials,Rocky Mountain Tile,Materials purchase,47717.29,paid
TX007105,P062,2024-04-21,Materials,Builders FirstSource,Materials invoice,38782.66,paid
TX007106,P062,2024-11-07,Materials,Desert Steel & Glass,Materials purchase,30745.02,paid
TX007107,P062,2024-06-13,Materials,Mountain Supply Co.,Materials progress billing,21637.65,approved
TX007108,P062,2024-08-14,Materials,Mountain Supply Co.,Materials purchase,33385.15,pending
TX007109,P062,2024-04-19,Materials,Desert Steel & Glass,Materials purchase,69610.74,paid
TX007110,P062,2024-05-24,Materials,Mountain Supply Co.,Materials invoice,48821.59,paid
TX007111,P062,2024-12-17,Materials,Rocky Mountain Tile,Materials progress billing,20006.27,approved
TX007112,P062,2024-10-09,Materials,Desert Steel & Glass,Materials site expense,44100.29,paid
TX007113,P062,2024-04-25,Materials,Mountain Supply Co.,Materials site expense,14369.06,paid
TX007114,P062,2024-11-05,Materials,Desert Steel & Glass,Materials progress billing,27782.43,paid
TX007115,P062,2024-10-24,Materials,Rocky Mountain Tile,Materials invoice,47126.66,paid
TX007116,P062,2024-12-18,Materials,Builders FirstSource,Materials progress billing,30832.19,paid
TX007117,P062,2024-08-19,Materials,Builders FirstSource,Materials invoice,70966.65,paid
TX007118,P062,2024-06-30,Materials,Mountain Supply Co.,Materials site expense,50743.27,paid
TX007119,P062,2024-06-05,Materials,Mountain Supply Co.,Materials invoice,39639.66,paid
TX007120,P062,2024-10-07,Materials,Desert Steel & Glass,Materials site expense,56274.7,paid
TX007121,P062,2024-08-25,Materials,Mountain Supply Co.,Materials purchase,33511.22,paid
TX007122,P062,2024-11-22,Subcontractors,Northstar Concrete,Subcontractors purchase,53277.05,paid
TX007123,P062,2024-08-01,Subcontractors,Northstar Concrete,Subcontractors purchase,14682.93,paid
TX007124,P062,2024-07-09,Subcontractors,Precision Electric,Subcontractors invoice,61201.98,paid
TX007125,P062,2024-12-10,Subcontractors,Precision Electric,Subcontractors site expense,37478.67,paid
TX007126,P062,2024-10-13,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,75102.41,paid
TX007127,P062,2024-04-29,Subcontractors,Northstar Concrete,Subcontractors progress billing,33044.87,paid
TX007128,P062,2024-09-24,Subcontractors,Precision Electric,Subcontractors invoice,56856.22,paid
TX007129,P062,2024-09-09,Subcontractors,FlowRight Plumbing,Subcontractors invoice,67565.56,paid
TX007130,P062,2024-05-06,Subcontractors,Summit Mechanical,Subcontractors site expense,65433.63,paid
TX007131,P062,2024-10-22,Subcontractors,Summit Mechanical,Subcontractors purchase,58197.04,paid
TX007132,P062,2024-08-06,Subcontractors,Northstar Concrete,Subcontractors invoice,55815.22,paid
TX007133,P062,2024-06-20,Subcontractors,Northstar Concrete,Subcontractors purchase,70082.97,pending
TX007134,P062,2024-04-27,Subcontractors,Northstar Concrete,Subcontractors purchase,63111.78,paid
TX007135,P062,2024-07-15,Subcontractors,Northstar Concrete,Subcontractors purchase,49835.32,paid
TX007136,P062,2024-12-09,Subcontractors,Northstar Concrete,Subcontractors purchase,49903.44,paid
TX007137,P062,2024-12-03,Subcontractors,Northstar Concrete,Subcontractors site expense,26535.03,paid
TX007138,P062,2024-10-18,Equipment,Wasatch Equipment,Equipment invoice,2379.59,paid
TX007139,P062,2024-08-22,Equipment,United Rentals,Equipment site expense,2591.04,paid
TX007140,P062,2024-12-12,Equipment,United Rentals,Equipment invoice,4255.56,paid
TX007141,P062,2024-05-27,Equipment,Wasatch Equipment,Equipment invoice,9159.6,paid
TX007142,P062,2024-08-18,Equipment,United Rentals,Equipment purchase,7001.21,paid
TX007143,P062,2024-12-13,Equipment,Wasatch Equipment,Equipment purchase,9252.29,paid
TX007144,P062,2024-08-27,Equipment,United Rentals,Equipment invoice,4604.02,approved
TX007145,P062,2024-05-11,Equipment,Sunbelt Rentals,Equipment purchase,8214.13,paid
TX007146,P062,2024-10-09,Equipment,Sunbelt Rentals,Equipment site expense,9179.21,approved
TX007147,P062,2024-05-15,Equipment,Sunbelt Rentals,Equipment site expense,4991.85,paid
TX007148,P062,2024-05-26,Equipment,United Rentals,Equipment invoice,2643.96,paid
TX007149,P062,2024-12-14,Equipment,United Rentals,Equipment progress billing,6204.32,approved
TX007150,P062,2024-06-03,Equipment,Wasatch Equipment,Equipment purchase,5581.06,paid
TX007151,P062,2024-09-02,Equipment,United Rentals,Equipment purchase,6352.7,paid
TX007152,P062,2024-06-14,Equipment,Sunbelt Rentals,Equipment progress billing,9193.97,paid
TX007153,P062,2024-09-11,Equipment,United Rentals,Equipment progress billing,8531.52,approved
TX007154,P062,2024-05-07,Equipment,Wasatch Equipment,Equipment purchase,3789.57,paid
TX007155,P062,2024-11-10,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,2599.24,paid
TX007156,P062,2024-10-17,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,4647.58,paid
TX007157,P062,2024-10-04,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,10364.91,paid
TX007158,P062,2024-09-26,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,5130.25,paid
TX007159,P062,2024-09-07,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,4290.45,paid
TX007160,P062,2024-09-04,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,4272.82,approved
TX007161,P062,2024-10-02,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,7066.24,paid
TX007162,P062,2024-07-01,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,6527.6,paid
TX007163,P062,2024-07-27,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,8320.74,paid
TX007164,P062,2024-11-12,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,8964.6,paid
TX007165,P062,2024-06-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,8763.33,paid
TX007166,P062,2024-04-19,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,3767.16,paid
TX007167,P062,2024-06-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,5577.02,paid
TX007168,P062,2024-08-24,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,5588.66,paid
TX007169,P062,2024-09-24,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,9972.04,approved
TX007170,P062,2024-11-04,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,4249.38,paid
TX007171,P062,2024-12-06,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,3166.52,paid
TX007172,P062,2024-06-08,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,3746.07,paid
TX007173,P062,2024-04-19,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,7454.6,paid
TX007174,P062,2024-07-10,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,2592.43,paid
TX007175,P062,2024-06-01,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,9167.68,paid
TX007176,P062,2024-11-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,11351.25,paid
TX007177,P062,2024-08-10,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,6569.04,approved
TX007178,P062,2024-12-11,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,8545.13,pending
TX007179,P062,2024-05-11,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,9987.96,paid
TX007180,P062,2024-12-18,General Conditions,Site Services LLC,General Conditions progress billing,12333.05,paid
TX007181,P062,2024-05-18,General Conditions,Temporary Power Utah,General Conditions progress billing,5955.47,pending
TX007182,P062,2024-11-07,General Conditions,Site Services LLC,General Conditions purchase,15294.16,pending
TX007183,P062,2024-11-28,General Conditions,Temporary Power Utah,General Conditions purchase,13321.2,paid
TX007184,P062,2024-09-05,General Conditions,Site Services LLC,General Conditions progress billing,17578.97,approved
TX007185,P062,2024-06-19,General Conditions,SecureSite Fencing,General Conditions purchase,17032.97,paid
TX007186,P062,2024-06-20,General Conditions,Site Services LLC,General Conditions progress billing,11325.48,approved
TX007187,P062,2024-10-15,General Conditions,Temporary Power Utah,General Conditions purchase,3732.17,approved
TX007188,P062,2024-11-20,General Conditions,Temporary Power Utah,General Conditions invoice,13030.67,paid
TX007189,P062,2024-06-10,General Conditions,Site Services LLC,General Conditions progress billing,3607.31,paid
TX007190,P062,2024-09-04,General Conditions,SecureSite Fencing,General Conditions purchase,3062.34,paid
TX007191,P062,2024-08-18,General Conditions,SecureSite Fencing,General Conditions purchase,12007.66,paid
TX007192,P062,2024-06-20,General Conditions,Site Services LLC,General Conditions site expense,12876.24,paid
TX007193,P062,2024-06-05,General Conditions,Temporary Power Utah,General Conditions site expense,6065.45,paid
TX007194,P062,2024-10-06,General Conditions,SecureSite Fencing,General Conditions invoice,16979.27,approved
TX007195,P062,2024-07-29,General Conditions,Site Services LLC,General Conditions purchase,5575.73,paid
TX007196,P062,2024-11-04,General Conditions,SecureSite Fencing,General Conditions progress billing,4133.68,pending
TX007197,P062,2024-07-05,General Conditions,Temporary Power Utah,General Conditions purchase,6976.4,paid
TX007198,P062,2024-10-05,General Conditions,Site Services LLC,General Conditions progress billing,13414.51,paid
TX007199,P062,2024-07-12,General Conditions,SecureSite Fencing,General Conditions site expense,1670.18,approved
TX007200,P062,2024-09-20,Other,Office Depot,Other site expense,1859.46,paid
TX007201,P062,2024-05-24,Other,Project Reimbursement,Other site expense,1876.3,paid
TX007202,P062,2024-06-29,Other,Office Depot,Other invoice,1735.32,paid
TX007203,P062,2024-06-04,Other,Project Reimbursement,Other progress billing,2122.44,paid
TX007204,P062,2024-09-02,Other,Office Depot,Other progress billing,3598.59,paid
TX007205,P062,2024-05-12,Other,Office Depot,Other purchase,3098.72,paid
TX007206,P062,2024-06-11,Other,Project Reimbursement,Other purchase,2259.16,paid
TX007207,P062,2024-05-15,Other,Office Depot,Other progress billing,1608.73,approved
TX007208,P062,2024-06-26,Other,Project Reimbursement,Other invoice,3868.51,paid
TX007209,P062,2024-06-19,Other,Project Reimbursement,Other site expense,2810.37,paid
TX007210,P062,2024-10-14,Other,Project Reimbursement,Other progress billing,979.53,pending
TX007211,P062,2024-06-22,Other,Office Depot,Other purchase,848.8,paid
TX007212,P062,2024-07-15,Other,Miscellaneous Vendor,Other invoice,3235.9,approved
TX007213,P062,2024-11-24,Other,Project Reimbursement,Other invoice,3997.33,paid
TX007214,P062,2024-04-20,Other,Office Depot,Other invoice,1186.44,approved
TX007215,P062,2024-06-16,Other,Project Reimbursement,Other invoice,2490.13,paid
TX007216,P062,2024-07-27,Other,Miscellaneous Vendor,Other progress billing,1128.15,paid
TX007217,P062,2024-10-09,Other,Office Depot,Other progress billing,2560.95,pending
TX007218,P062,2024-09-13,Other,Project Reimbursement,Other purchase,2083.1,paid
TX007219,P062,2024-11-04,Other,Project Reimbursement,Other purchase,2043.09,paid
TX007220,P062,2024-09-08,Other,Project Reimbursement,Other invoice,893.87,paid
TX007221,P062,2024-12-15,Other,Project Reimbursement,Other site expense,1444.59,paid
TX007222,P063,2025-07-20,Materials,Mountain Supply Co.,Materials progress billing,15428.04,paid
TX007223,P063,2025-06-02,Materials,Builders FirstSource,Materials site expense,23442.81,paid
TX007224,P063,2025-06-27,Materials,Wasatch Lumber,Materials invoice,6517.75,paid
TX007225,P063,2025-06-15,Materials,Builders FirstSource,Materials site expense,13959.04,approved
TX007226,P063,2025-06-19,Materials,Builders FirstSource,Materials purchase,25252.21,paid
TX007227,P063,2025-07-18,Materials,Desert Steel & Glass,Materials purchase,12759.47,pending
TX007228,P063,2025-07-14,Materials,Mountain Supply Co.,Materials invoice,10808.27,approved
TX007229,P063,2025-05-27,Materials,Wasatch Lumber,Materials site expense,10669.87,paid
TX007230,P063,2025-06-25,Materials,Mountain Supply Co.,Materials site expense,23672.87,paid
TX007231,P063,2025-07-23,Materials,Wasatch Lumber,Materials invoice,19175.82,paid
TX007232,P063,2025-06-12,Materials,Builders FirstSource,Materials site expense,24638.87,paid
TX007233,P063,2025-08-02,Materials,Wasatch Lumber,Materials site expense,21431.78,approved
TX007234,P063,2025-05-08,Materials,Rocky Mountain Tile,Materials purchase,13473.15,paid
TX007235,P063,2025-05-03,Materials,Builders FirstSource,Materials purchase,20656.62,paid
TX007236,P063,2025-05-21,Materials,Mountain Supply Co.,Materials site expense,21808.51,pending
TX007237,P063,2025-07-23,Materials,Builders FirstSource,Materials invoice,22904.21,paid
TX007238,P063,2025-06-14,Materials,Desert Steel & Glass,Materials site expense,13339.64,paid
TX007239,P063,2025-07-09,Subcontractors,Summit Mechanical,Subcontractors invoice,6014.35,paid
TX007240,P063,2025-07-12,Subcontractors,Northstar Concrete,Subcontractors site expense,25470.48,approved
TX007241,P063,2025-06-28,Subcontractors,Summit Mechanical,Subcontractors site expense,20515.13,paid
TX007242,P063,2025-05-03,Subcontractors,Northstar Concrete,Subcontractors invoice,11725.51,paid
TX007243,P063,2025-08-02,Subcontractors,Atlas Drywall,Subcontractors site expense,18115.02,paid
TX007244,P063,2025-08-09,Subcontractors,Summit Mechanical,Subcontractors site expense,28532.53,paid
TX007245,P063,2025-07-05,Subcontractors,Northstar Concrete,Subcontractors progress billing,26163.66,paid
TX007246,P063,2025-06-18,Subcontractors,Atlas Drywall,Subcontractors progress billing,21263.87,paid
TX007247,P063,2025-07-22,Subcontractors,Summit Mechanical,Subcontractors site expense,13833.04,pending
TX007248,P063,2025-05-04,Subcontractors,Northstar Concrete,Subcontractors invoice,28538.19,paid
TX007249,P063,2025-06-15,Subcontractors,FlowRight Plumbing,Subcontractors invoice,29219.67,approved
TX007250,P063,2025-08-13,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,29861.16,paid
TX007251,P063,2025-06-28,Subcontractors,Atlas Drywall,Subcontractors purchase,23468.12,paid
TX007252,P063,2025-08-07,Subcontractors,FlowRight Plumbing,Subcontractors purchase,28505.2,paid
TX007253,P063,2025-04-30,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,21245.79,pending
TX007254,P063,2025-06-28,Subcontractors,Summit Mechanical,Subcontractors progress billing,445.32,paid
TX007255,P063,2025-07-21,Equipment,United Rentals,Equipment purchase,3689.56,paid
TX007256,P063,2025-07-25,Equipment,Wasatch Equipment,Equipment invoice,3645.96,paid
TX007257,P063,2025-05-16,Equipment,Sunbelt Rentals,Equipment invoice,2372.57,approved
TX007258,P063,2025-06-12,Equipment,Sunbelt Rentals,Equipment purchase,1572.63,paid
TX007259,P063,2025-05-12,Equipment,Wasatch Equipment,Equipment site expense,2241.2,approved
TX007260,P063,2025-07-24,Equipment,United Rentals,Equipment site expense,3076.11,paid
TX007261,P063,2025-07-31,Equipment,Wasatch Equipment,Equipment purchase,1607.06,approved
TX007262,P063,2025-06-10,Equipment,Wasatch Equipment,Equipment progress billing,1554.65,paid
TX007263,P063,2025-08-02,Equipment,United Rentals,Equipment progress billing,3374.54,pending
TX007264,P063,2025-06-12,Equipment,Wasatch Equipment,Equipment invoice,3781.7,paid
TX007265,P063,2025-07-11,Equipment,United Rentals,Equipment site expense,709.12,paid
TX007266,P063,2025-06-11,Equipment,Sunbelt Rentals,Equipment purchase,3330.9,paid
TX007267,P063,2025-08-01,Equipment,United Rentals,Equipment invoice,2286.52,paid
TX007268,P063,2025-07-17,Equipment,Wasatch Equipment,Equipment site expense,3338.8,paid
TX007269,P063,2025-04-29,Equipment,Sunbelt Rentals,Equipment progress billing,2265.97,paid
TX007270,P063,2025-07-08,Equipment,Wasatch Equipment,Equipment site expense,3649.26,paid
TX007271,P063,2025-05-23,Equipment,Wasatch Equipment,Equipment purchase,1509.04,approved
TX007272,P063,2025-07-14,Equipment,Wasatch Equipment,Equipment invoice,691.56,pending
TX007273,P063,2025-06-16,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,2935.82,paid
TX007274,P063,2025-07-15,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,2061.32,paid
TX007275,P063,2025-05-12,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,1062.54,paid
TX007276,P063,2025-05-02,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,1898.95,paid
TX007277,P063,2025-05-27,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,1346.79,pending
TX007278,P063,2025-07-31,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,3418.96,paid
TX007279,P063,2025-05-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1335.41,paid
TX007280,P063,2025-07-13,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,2643.82,paid
TX007281,P063,2025-05-17,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,3439.71,paid
