project_id,project_name,cost_category,revised_budget,original_budget_missing_flag,orphan_project_flag,pending_exposure,incurred_cost,budget_remaining,no_matching_transactions_flag
P017,Summit Retail 17,Labor,389586.00,false,false,0.00,0.00,389586.00,true
P046,Granite Lodge 46,Labor,261515.28,false,false,0.00,0.00,261515.28,true
P003,Summit Center 03,Labor,335861.72,false,false,0.00,0.00,335861.72,true
P037,Wasatch Medical 37,Labor,249165.64,false,false,0.00,0.00,249165.64,true
P027,Canyon Renovation 27,Labor,443408.07,false,false,0.00,0.00,443408.07,true
P071,Wasatch Office 71,Labor,146468.68,false,false,0.00,0.00,146468.68,true
P054,Granite Office 54,Labor,129291.68,false,false,0.00,0.00,129291.68,true
P070,Granite Commons 70,Labor,276982.83,false,false,0.00,0.00,276982.83,true
P050,Granite Lodge 50,Labor,291490.92,false,false,0.00,0.00,291490.92,true
P080,Aspen Lodge 80,Labor,117882.00,false,false,0.00,0.00,117882.00,true
P085,Summit Residences 85,Labor,234452.75,false,false,0.00,0.00,234452.75,true
P084,Bonneville Renovation 84,Labor,238550.00,false,false,0.00,0.00,238550.00,true
P002,Wasatch Renovation 02,Labor,179172.00,false,false,0.00,0.00,179172.00,true
P009,Wasatch Retail 09,Labor,149472.00,false,false,0.00,0.00,149472.00,true
P023,Summit Office 23,Labor,663702.00,false,false,0.00,0.00,663702.00,true
P010,Juniper Office 10,Labor,148883.21,false,false,0.00,0.00,148883.21,true
P081,Canyon Center 81,Labor,189125.00,false,false,0.00,0.00,189125.00,true
P008,Bonneville Renovation 08,Labor,510180.00,false,false,0.00,0.00,510180.00,true
P089,Aspen Center 89,Labor,254462.00,false,false,0.00,0.00,254462.00,true
P022,Juniper Medical 22,Labor,779495.08,false,false,0.00,0.00,779495.08,true
P078,Aspen Residences 78,Labor,324461.84,false,false,0.00,0.00,324461.84,true
P040,Summit Commons 40,Labor,329547.55,false,false,0.00,0.00,329547.55,true
P074,Copper Center 74,Labor,324875.00,false,false,0.00,0.00,324875.00,true
P032,Granite Residences 32,Labor,467456.09,false,false,0.00,0.00,467456.09,true
P048,Bonneville Office 48,Labor,141958.70,false,false,0.00,0.00,141958.70,true
P058,Bonneville Medical 58,Labor,106947.00,false,false,0.00,0.00,106947.00,true
P066,Canyon Medical 66,Labor,161220.41,false,false,0.00,0.00,161220.41,true
P091,Granite Medical 91,Labor,466769.42,false,false,0.00,0.00,466769.42,true
P075,Granite Lodge 75,Labor,542516.00,false,false,0.00,0.00,542516.00,true
P047,Granite Lodge 47,Labor,497508.00,false,false,0.00,0.00,497508.00,true
P082,Wasatch Retail 82,Labor,477800.95,false,false,0.00,0.00,477800.95,true
P096,Granite Center 96,Labor,485562.00,false,false,0.00,0.00,485562.00,true
P083,Wasatch Renovation 83,Labor,278750.00,false,false,0.00,0.00,278750.00,true
P001,Juniper Retail 01,Labor,357667.87,false,false,0.00,0.00,357667.87,true
P019,Wasatch Center 19,Labor,130838.79,false,false,0.00,0.00,130838.79,true
P038,Canyon Renovation 38,Labor,173804.56,false,false,0.00,0.00,173804.56,true
P059,Aspen Residences 59,Labor,140535.00,false,false,0.00,0.00,140535.00,true
P025,Aspen Medical 25,Labor,591801.49,false,false,0.00,0.00,591801.49,true
P063,Summit Office 63,Labor,291896.73,false,false,0.00,0.00,291896.73,true
